"id","type","actor","direction","director","characters","rating","movie_name","instruction","created_at"
"199","剧情","梁音|张继强|方化","中国大陆","张凤翔","经典","7.1","三进山城","影片为经典抗日题材，以抗日战争时期为背景，讲述了八路军连长刘宏志带领小分队，三次潜入山城与日寇、汉奸展开周旋，成功获取情报、粉碎敌人阴谋的故事。影片剧情紧张刺激、悬念迭起，刻画了刘宏志智勇双全、英勇无畏的英雄形象，展现了八路军战士的战斗智慧与抗争精神。","5/1/2026 10:15:26"
"200","剧情","陈强|程之|孙景路|韩非","中国大陆","桑弧","经典","7.2","魔术师的奇遇","影片为经典喜剧题材，讲述了魔术师陆幻奇在回国途中，与特务们展开周旋，凭借精湛的魔术技艺与机智的头脑，成功粉碎敌人阴谋、守护国家机密的故事。影片剧情轻松搞笑、悬念迭起，刻画了陆幻奇聪明机智、勇敢无畏的形象，兼具喜剧效果与正能量。","5/1/2026 10:15:26"
"201","剧情","韩非|孙景路","中国大陆","刘琼","经典","7.6","乔老爷上轿","影片为经典古装喜剧题材，以明代为背景，讲述了穷秀才乔溪在进京赶考途中，偶遇知府千金，凭借机智与幽默化解重重危机，最终与千金喜结良缘的故事。影片剧情轻松搞笑、充满古典韵味，刻画了乔溪聪明机智、乐观开朗的形象，兼具喜剧效果与古典美感。","5/1/2026 10:15:26"
"202","剧情","金安歌|辛静|孙飞虎|王铁成|赵登峰","中国大陆","成荫","经典","6.4","西安事变","影片以1936年的西安事变为背景，真实还原了张学良、杨虎城两位将军为劝谏蒋介石停止内战、一致抗日，发动兵谏的历史过程，展现了西安事变的历史意义与民族大义。影片剧情厚重深刻、充满家国情怀，刻画了张学良、杨虎城两位将军心怀天下、勇于担当的形象，兼具历史价值与教育意义。","5/1/2026 10:15:26"
"203","剧情","周洁|刘文治|李如平","中国大陆","陈家林","经典","7.7","杨贵妃","影片以唐代为背景，讲述了杨贵妃杨玉环从入宫受宠到马嵬坡兵变香消玉殒的人生历程，展现了她与唐玄宗之间缠绵悱恻的爱情故事，以及唐代的盛世繁华与兴衰变迁。影片画面华美绚丽、充满唐代风情，剧情缠绵悱恻、充满悲情色彩，刻画了杨贵妃美艳动人、命运多舛的形象，兼具艺术美感与历史韵味。","5/1/2026 10:15:26"
"204","剧情","郑振瑶|袁牧女","中国大陆","徐谷明|郑洞天","经典","7.4","邻居","影片以改革开放初期的城市居民生活为背景，讲述了一栋居民楼里的邻里们，从最初的矛盾隔阂到彼此包容、互帮互助，最终成为和睦邻里的故事。影片剧情质朴真实、充满市井温情，刻画了鲜明的邻里形象，展现了城市居民的生活风貌与人际关系，传递了邻里和睦、互帮互助的优良传统。","5/1/2026 10:15:26"
"205","剧情","赵丹|舒适|仲星火|顾也鲁|高笑鸥","中国大陆","沈浮","经典","8.1","李时珍","影片以明代为背景，真实还原了医药学家李时珍一生跋山涉水、遍尝百草，历经数十年艰辛编撰《本草纲目》，为中医药事业做出卓越贡献的传奇故事。影片刻画了李时珍心怀大爱、勇于探索、坚守初心的伟大形象，剧情质朴厚重、充满文化气息，展现了中医药文化的博大精深，兼具历史价值与教育意义。","5/1/2026 10:15:26"
"206","剧情","张德托夫|唐冠男|杨柏秋","中国大陆","张德托夫","经典","7.9","完美动物","影片以深刻的现实视角，讲述了一群步入社会的年轻人，在物欲横流的时代浪潮中，逐渐褪去纯真、迷失本心，在职场的尔虞我诈、情感的虚伪纠葛与生活的残酷打压下，沦为被现实操控、失去自我的“完美动物”的故事。影片犀利揭露了现代社会中人性的异化与扭曲，深刻探讨了在欲望裹挟下，人该如何坚守自我、保持本心的命题，剧情压抑真实、极具现实反思意义，带给观众强烈的心灵冲击。","5/1/2026 10:15:26"
"207","剧情","王肖兵|刘欣","中国大陆","胡兆洪","经典","7.5","西岳奇童","影片为经典国产动画电影，讲述了沉香为救母亲，历经重重艰险、拜师学艺，最终练就一身本领，劈山救母的传奇故事。影片画面制作精良、充满中国传统神话色彩，剧情热血激昂、充满正能量，刻画了沉香勇敢无畏、坚韧不拔、孝顺感恩的形象，成为一代人心目中的经典动画之作。","5/1/2026 10:15:26"
"208","剧情","陈佩斯|李小力|高宝宝|路希","中国大陆","郭少雄|刘健魁","经典","6.4","迷途英雄","影片为经典喜剧题材，讲述了普通青年牛大伟阴差阳错被误认为是抗日英雄，在一系列诙谐幽默的经历中，凭借机智与勇气与日寇展开周旋，最终成为真正的英雄的故事。影片剧情轻松搞笑、充满正能量，刻画了牛大伟乐观开朗、勇敢无畏的形象，兼具喜剧效果与爱国情怀。","5/1/2026 10:15:26"
"209","剧情","李秀明|达式常","中国大陆","谢晋|颜碧丽|梁廷铎","经典","6.6","春苗","影片以文革时期的农村医疗为背景，讲述了农村女青年春苗怀揣着治病救人的初心，投身乡村医疗事业，凭借热情与执着为村民们排忧解难，最终成为深受村民爱戴的乡村医生的故事。影片刻画了春苗爱岗敬业、无私奉献、心怀大爱的形象，剧情质朴真挚、充满时代气息，展现了乡村医生的责任与担当。","5/1/2026 10:15:26"
"210","剧情","于是之|叶仲寅|张伐|于蓝","中国大陆","冼群","经典","7.8","龙须沟","影片以建国初期的北京龙须沟改造为背景，讲述了龙须沟周边的百姓们，在政府的帮助下，告别脏乱差的生活环境，搬进新居、过上幸福生活的故事。影片刻画了百姓们积极向上、感恩奋进的形象，剧情质朴真实、充满温情，展现了建国初期的社会变革与民生改善，彰显了人民政府为人民服务的初心。","5/1/2026 10:15:26"
"211","剧情","郭凯敏|陈燕华|张闽|王苏娅|闪增宏","中国大陆","桑弧","经典","7.6","邮缘","影片以上世纪80年代为背景，讲述了青年邮递员周芹与集邮爱好者丁大森因邮票结缘，在相处中互生情愫，共同追求梦想、收获爱情的故事。影片剧情质朴温暖、充满时代气息，刻画了两位青年积极向上、勇敢追爱的形象，展现了80年代的青春风貌与情感羁绊，传递了真挚的爱情与美好的梦想。","5/1/2026 10:15:26"
"212","剧情","赵本山|石国庆|巩汉林|雷恪生|陈立中","中国大陆","段吉顺","经典","7.5","现世活宝","影片为经典乡村喜剧题材，讲述了两位农村青年在进城务工的过程中，上演了一系列诙谐幽默、啼笑皆非的故事，最终凭借勤劳与智慧收获成功与幸福的故事。影片剧情轻松搞笑、充满乡土气息，刻画了两位青年乐观开朗、淳朴善良的形象，兼具喜剧效果与正能量。","5/1/2026 10:15:26"
"213","剧情","谢兰|王诗槐","中国大陆","张详林","经典","7.4","爱情天梯","影片以真实事件为原型，讲述了刘国江与徐朝清两位老人，为了守护真挚的爱情，远离世俗偏见，隐居深山数十年，刘国江用一生的时间为徐朝清开凿出六千多级爱情天梯，诠释了真爱无疆的故事。影片剧情质朴真挚、催人泪下，淋漓尽致地展现了两位老人跨越世俗、坚守一生的真挚爱情，彰显了爱情的伟大与纯粹。","5/1/2026 10:15:26"
"214","剧情","卢奇|傅学诚","中国大陆","韦廉","经典","6.8","大转折","影片为经典红色战争题材，以解放战争时期的刘邓大军挺进大别山为背景，讲述了刘邓大军历经重重艰险、突破敌人封锁，成功实现战略转折，为解放战争胜利奠定基础的故事。影片战斗场面壮阔恢宏、气势磅礴，剧情热血激昂、充满家国情怀，展现了解放军战士们英勇无畏、攻坚克难的战斗精神，彰显了革命战争的磅礴力量。","5/1/2026 10:15:26"
"215","剧情","石挥|俞仲英|石灵|程之|崔超明","中国大陆","石挥","经典","8.1","关连长","影片以解放战争时期为背景，讲述了人民解放军连长关连长带领战士们，在战斗中英勇无畏、奋勇杀敌，同时坚守爱民如子的优良作风，用生命守护百姓与革命信仰的故事。影片刻画了关连长刚正不阿、英勇无畏、心怀大爱，剧情悲壮感人、充满正能量，彰显了革命战士的家国情怀与铁血担当。","5/1/2026 10:15:26"
"216","剧情","袁牧之|王人美","中国大陆","许幸之","经典","6.9","风云儿女","影片以上世纪30年代为背景，讲述了进步青年辛白华与梁质夫投身抗日救亡运动，用音乐与文字唤醒国人、鼓舞士气，最终为革命事业献出生命的故事。影片剧情激昂奋进、充满家国情怀，刻画了两位青年心怀天下、勇于担当的形象，经典插曲《义勇军进行曲》广为传唱，成为激励国人的精神丰碑。","5/1/2026 10:15:26"
"217","剧情","李亚林|梁音|金迪|杨洸|刘增庆","中国大陆","苏里","经典","7.3","我们村里的年轻人","影片以建国初期的农村为背景，讲述了一群朝气蓬勃的农村青年，怀揣着对家乡的热爱、对未来的憧憬，积极投身农业生产与乡村建设，用青春与汗水浇灌家乡、创造美好生活的故事。影片剧情质朴真实、充满乡土气息与正能量，刻画了青年们积极向上、勇于拼搏的形象，展现了建国初期农村的发展变革与青年风貌。","5/1/2026 10:15:26"
"218","剧情","张伐|高博|中叔皇|李农|里坡","中国大陆","汤晓丹","经典","7","红日","影片为经典红色战争题材，以解放战争时期的孟良崮战役为背景，讲述了人民解放军华东野战军在陈毅、粟裕的指挥下，奋勇歼灭国民党王牌部队七十四师的故事。影片战斗场面紧张激烈、气势恢宏，剧情热血激昂、充满家国情怀，展现了解放军战士们英勇无畏、攻坚克难的战斗精神，彰显了革命战争的磅礴力量。","5/1/2026 10:15:26"
"219","剧情","金焰","中国大陆","吴永刚","经典","8.3","浪淘沙","影片为经典黑白老片，讲述了一群渔民在海上捕鱼时，遭遇风浪与鲨鱼袭击，历经重重艰险、奋勇抗争，最终成功脱险的故事。影片剧情紧张揪心、充满惊险刺激，展现了渔民们坚韧不拔、互帮互助的优良品格，彰显了生命的顽强与人性的光辉。","5/1/2026 10:15:26"
"220","剧情","陈克然|宁和|王和永|陆贞冀|关敬熙","中国大陆","苏里","经典","7.1","红孩子","影片为经典红色儿童题材，以抗日战争时期为背景，讲述了一群少年儿童组成的“红孩子”游击队，凭借机智与勇敢与日寇展开周旋，为革命事业贡献力量的故事。影片刻画了孩子们勇敢无畏、心怀信仰的英雄形象，剧情热血激昂、充满正能量，展现了战争年代少年儿童的家国情怀与抗争精神。","5/1/2026 10:15:26"
"221","剧情","秦翊|沈春湘","中国大陆","秦志钰","经典","8.3","下次开船","影片为经典儿童奇幻题材，讲述了少年唐小西因贪玩浪费时间，被时间小人惩罚，误入“下次开船港”，历经一系列奇幻冒险后，终于懂得珍惜时间、努力学习的故事。影片剧情充满童真、奇幻有趣，兼具教育意义与娱乐性，传递了珍惜时间、积极向上的优良品质。","5/1/2026 10:15:26"
"222","剧情","张博|鲍逸琳","中国大陆","谢鸣晓","经典","7.9","原谅我，又一次撒了谎","影片以浪漫伤感的情感基调，讲述了男主因为深爱女主，却因身患重病、不愿拖累对方，不得不一次次编造谎言隐瞒真相，在爱与痛的边缘挣扎徘徊，女主在不知情的情况下历经误解与失落，两人的爱情在谎言与深情中历经重重考验的故事。影片细腻刻画了爱情中的无奈与隐忍、深情与遗憾，剧情温柔又催泪，深刻诠释了“爱之深，责之切”的情感内核，让观众在伤感中读懂真爱的伟大与牺牲。","5/1/2026 10:15:26"
"223","剧情","龚稼农|艾霞|郑小秋","中国大陆","程步高","经典","6.7","春蚕","影片改编自茅盾经典小说，以民国时期的江南农村为背景，讲述了农民老通宝一家依靠养蚕为生，历经辛勤劳作却因市场萧条、恶霸压榨，最终血本无归、陷入绝境的故事。影片刻画了老通宝勤劳朴实、坚韧不拔的农民形象，深刻揭露了民国时期农村的黑暗与农民的疾苦，剧情质朴真实、充满悲情色彩，兼具现实批判意义与人文关怀。","5/1/2026 10:15:26"
"224","剧情","刘小光|汪涵|赵海燕|唐鉴军|王小宝","中国大陆","崔俊杰","经典","4.8","小小爸爸","影片以温情治愈的基调，讲述了一位年轻的单亲爸爸，独自抚养年幼的孩子，历经生活的重重磨难，却始终坚守父爱初心，用温暖与陪伴守护孩子成长，最终收获幸福与成长的故事。影片刻画了父亲坚韧不拔、无私奉献、心怀大爱的形象，剧情质朴真挚、充满温情，淋漓尽致地展现了父爱的伟大与温暖。","5/1/2026 10:15:26"
"225","剧情","田华|王心刚","中国大陆","郝光","经典","7","秘密图纸","影片为经典反特题材，以建国初期为背景，讲述了公安干警们凭借智慧与勇气，破获特务盗取“秘密图纸”的阴谋，成功守护国家机密、捍卫国家安全的故事。影片剧情紧张刺激、悬念迭起，刻画了公安干警智勇双全、坚守正义的形象，展现了建国初期反特斗争的惊险与严峻。","5/1/2026 10:15:26"
"226","剧情","舒绣文|王献斋|黄耐霜","中国大陆","程步高","经典","8.5","新旧上海","影片以上世纪30年代的上海为背景，讲述了农村少女李月英来到上海谋生，历经重重磨难、看透社会黑暗，最终投身抗日救亡运动的故事。影片刻画了李月英坚韧不拔、心怀大爱、勇于抗争的形象，剧情悲壮动人、充满家国情怀，深刻揭露了旧上海的黑暗与底层百姓的疾苦。","5/1/2026 10:15:26"
"227","剧情","吴卫东","中国大陆","郑大圣","经典","8.4","古玩","影片以民国时期的北京古玩界为背景，讲述了古玩商人佟奉全坚守诚信经营、传承古玩文化，历经重重艰险、守护珍贵文物，最终成为一代古玩大家的故事。影片剧情质朴厚重、充满文化气息，刻画了佟奉全坚守初心、诚信为本、勇于担当的形象，展现了中华古玩文化的博大精深，传递了诚信经营、守护文化的优良传统。","5/1/2026 10:15:26"
"228","剧情","刘美旗|高广泽|宋睿|夏添|崔友斌","中国大陆","高波","经典","2.1","女娲日记","影片以奇幻冒险为背景，讲述了少女女娲后人在成长过程中，逐渐觉醒自身力量，肩负起守护世界、拯救苍生的使命，历经重重艰险、奋勇抗争，最终完成使命的故事。影片剧情奇幻精彩、充满正能量，刻画了女主勇敢无畏、坚韧不拔、心怀大爱的形象，兼具奇幻色彩与励志内核。","5/1/2026 10:15:26"
"229","剧情","张勇手|邢吉田","中国大陆","许又新","经典","7.1","奇袭","影片为经典红色战争题材，以抗美援朝时期为背景，讲述了人民志愿军某小分队，凭借智勇双全的战术与不畏艰险的精神，奇袭敌军阵地、成功完成作战任务的故事。影片战斗场面紧张激烈、气势恢宏，剧情热血激昂、充满家国情怀，展现了志愿军战士们英勇无畏、攻坚克难的战斗精神，彰显了抗美援朝的伟大精神。","5/1/2026 10:15:26"
"230","剧情","王蓓|连德枝|李保罗","中国大陆","潘文展|孟远","经典","7.7","马兰花","影片为经典国产动画电影，讲述了勇敢的少年马郎与善良的小兰，在马兰花的守护下，历经重重艰险、战胜邪恶势力，最终收获幸福生活的故事。影片画面制作精良、充满童真与奇幻色彩，剧情温馨励志、充满正能量，刻画了马郎与小兰勇敢无畏、善良正直的形象，成为一代人心目中的经典动画之作。","5/1/2026 10:15:26"
"231","剧情","六龄童|筱昌顺|七龄童","中国大陆","杨小仲|俞仲英","经典","8.4","孙悟空三打白骨精","影片为经典国产动画电影，改编自古典名著《西游记》，讲述了孙悟空三次识破白骨精的伪装、奋勇除妖，保护唐僧西天取经的故事。影片画面制作精良、充满中国传统神话色彩，剧情精彩刺激、充满正能量，刻画了孙悟空智勇双全、嫉恶如仇的经典形象，成为家喻户晓的动画经典。","5/1/2026 10:15:26"
"232","剧情","姜黎黎|高保成","中国大陆","薛彦东|张圆","经典","6.5","红牡丹","影片以建国初期的马戏团为背景，讲述了驯兽师红牡丹凭借精湛的技艺与勇敢的精神，成为马戏团的台柱子，同时收获真挚爱情与幸福生活的故事。影片剧情质朴真实、充满时代气息，刻画了红牡丹勇敢独立、积极向上的形象，展现了建国初期文艺工作者的精神风貌。","5/1/2026 10:15:26"
"233","剧情","陶泽如","中国大陆","吴子牛","经典","7.4","晚钟","影片以抗日战争胜利后为背景，讲述了八路军战士们在清理战场时，发现一群幸存的日军战俘，在对其进行教育与改造的过程中，展现了人性的光辉与和平的珍贵的故事。影片剧情质朴真挚、充满反战情怀，刻画了战士们心怀大爱、坚守正义的形象，深刻探讨了战争与和平、人性与救赎的命题。","5/1/2026 10:15:26"
"234","剧情","吴桂苓|吴京安|李法曾|杜志国|郑邦玉","中国大陆","李前宽|肖桂云","经典","6.7","七七事变","影片以1937年的七七事变为背景，真实还原了日军发动卢沟桥事变、中国军队奋起抵抗的历史过程，展现了中华民族在民族危亡之际，不畏强敌、奋勇抗争的民族气节。影片剧情厚重深刻、充满家国情怀，刻画了抗日将士们英勇无畏、坚守阵地的英雄形象，兼具历史价值与教育意义，彰显了伟大的抗战精神。","5/1/2026 10:15:26"
"235","剧情","朱旭","中国大陆","丁荫楠","经典","8","黄连","影片以乡村生活为背景，讲述了普通农民在历经生活的重重磨难与艰辛后，始终坚守生活希望、积极向上，用坚韧的意志与勤劳的双手创造美好生活的故事。影片刻画了农民坚韧不拔、淳朴善良的形象，剧情质朴真实、充满温情，展现了乡村生活的艰辛与美好，彰显了人性的光辉与生活的希望。","5/1/2026 10:15:26"
"236","剧情","郝柏杰|王禛","中国大陆","梅新","经典","8.7","天降","影片以「天降」为核心叙事线索，讲述了一段充满奇幻色彩与温情治愈的故事，一个神秘的生命从天而降，打破了偏远山村原本平静的生活，为村里的人们带来了意想不到的改变与温暖。这个从天而降的神秘存在，有着纯真的心灵与神奇的力量，它与村里的孩子成为朋友，用温暖治愈着孩子们的心灵，用神奇的力量帮助村民解决生活中的难题，让原本闭塞、贫瘠的山村逐渐焕发出新的生机与活力。影片将奇幻元素与乡村温情完美融合，画面清新自然、充满童真，剧情温暖治愈、饱含正能量，既展现了乡村的淳朴风貌与村民的善良本性，又传递出「爱与温暖如同天降的美好，总能照亮平凡的生活」的核心主旨，深刻探讨了爱、温暖、希望与成长的主题。","5/1/2026 10:15:26"
"237","剧情","刘琼|黎莉莉","中国大陆","费穆","经典","7.2","狼山喋血记","影片以抗日战争时期为背景，讲述了村民们在狼山与日寇展开殊死搏斗，凭借智慧与勇气守护家园、捍卫民族尊严的故事。影片剧情悲壮感人、充满家国情怀，刻画了村民们勇敢无畏、坚韧不拔的形象，展现了普通百姓在战争年代的抗争精神与家国担当。","5/1/2026 10:15:26"
"238","剧情","朱旭|赵尔康|张文蓉|魏宗万|宁理","中国大陆","吴贻弓","经典","8.4","阙里人家","影片以山东曲阜阙里为背景，聚焦孔氏家族的三代人，讲述了他们在时代变迁的浪潮中，坚守家风家训、传承儒家文化、守护家族根脉的动人故事。影片以上世纪八十年代为背景，刻画了孔氏家族的老一辈坚守着儒家文化的精髓，以仁义礼智信教导后人，传承着优良的家风家训；中年一代在时代变革中，面临着传统与现代的碰撞、坚守与创新的抉择，却始终不忘初心，守护着家族的根脉与文化的传承；年轻一代在先辈的熏陶下，逐渐读懂儒家文化的深刻内涵，肩负起传承与弘扬传统文化的重任。影片将家族故事与时代变迁紧密相连，以恢弘的叙事展现了儒家文化的博大精深与传承不息，歌颂了中华优秀传统文化的强大生命力，剧情饱含文化底蕴与家国情怀，深刻探讨了文化传承、家风家训、时代变迁与家族坚守的主题。","5/1/2026 10:15:26"
"239","剧情","于洋|简瑞超|刘冠雄|杜熊文|王蓓","中国大陆","伊琳","经典","7.2","大浪淘沙","影片为经典红色题材，以大革命时期为背景，讲述了一群进步青年在时代浪潮中，从迷茫到觉醒，投身革命洪流、奋勇抗争，最终成为坚定的革命战士的故事。影片剧情激昂奋进、充满家国情怀，刻画了青年们心怀天下、勇于担当的形象，展现了大革命时期的社会变革与青年风貌。","5/1/2026 10:15:26"
"240","剧情","雷明|马崇乐|郭法曾|赫海泉","中国大陆","金音","经典","6.7","特高课在行动","影片为经典反特题材，以建国初期为背景，讲述了公安干警们凭借智慧与勇气，破获日本特高课特务的阴谋，成功守护国家机密、捍卫国家安全的故事。影片剧情紧张刺激、悬念迭起，刻画了公安干警智勇双全、坚守正义的形象，展现了建国初期反特斗争的惊险与严峻。","5/1/2026 10:15:26"
"241","剧情","胡蝶|高占非","中国大陆","郑正秋","经典","7","再生花","影片以上世纪30年代的上海为背景，讲述了两位女性在乱世中历经爱恨情仇、患难与共，最终携手投身抗日救亡运动的故事。影片剧情跌宕起伏、充满温情，刻画了两位女性坚韧不拔、心怀大爱的形象，展现了乱世中女性的抗争精神与家国担当。","5/1/2026 10:15:26"
"242","剧情","陈江南|何倩|李光复","中国大陆","张郁强","经典","7.2","男生贾里","影片以校园童年为背景，讲述了少年贾里聪明机智、热情开朗，在校园里与同学们相处相知、互帮互助，上演了一系列诙谐幽默、充满童真的故事，最终收获成长与友谊的故事。影片剧情轻松搞笑、充满校园气息，刻画了贾里鲜明的人物形象，传递了积极向上、团结友爱的优良品质，唤起一代人的童年记忆。","5/1/2026 10:15:26"
"243","剧情","谢园|蔡鸿翔|张艳丽|张前|袁兴哲","中国大陆","叶大鹰","经典","6.4","大喘气","影片以改革开放初期的都市青年生活为背景，讲述了青年丁建在时代浪潮中历经迷茫与放纵，在一系列人生经历中逐渐认清自我、完成救赎，最终走向成熟与成长的故事。影片剧情真实犀利、充满时代气息，深刻探讨了改革开放初期青年群体的精神迷茫与人生抉择，兼具现实关照与反思意义。","5/1/2026 10:15:26"
"244","剧情","傅锦华|张青|岑汉伟|罗亮|姚玉华","中国大陆","吴永刚|陈正鸿","经典","8","刘三姐","影片以广西壮族为背景，讲述了壮族歌仙刘三姐凭借嘹亮的歌声与勇敢的精神，反抗地主恶霸的压迫，用歌声传递正义与希望，最终带领乡亲们赢得幸福生活的故事。影片画面清新唯美、充满壮族风情，剧情质朴真挚、充满正能量，经典山歌广为传唱，展现了壮族人民的淳朴善良与抗争精神。","5/1/2026 10:15:26"
"245","剧情","王晖|侯勇|侯祥玲|李泓瑞|黄尧","中国大陆","安澜","经典","3.3","大会师","影片为经典红色战争题材，以红军长征胜利会师为背景，真实还原了红军三大主力历经二万五千里长征，冲破敌人封锁、克服重重艰险，最终在会宁胜利会师的历史过程。影片剧情壮阔恢宏、充满家国情怀，展现了红军战士们英勇无畏、坚韧不拔的长征精神，兼具历史价值与教育意义，彰显了革命信仰的磅礴力量。","5/1/2026 10:15:26"
"246","剧情","崔嵬|赵联","中国大陆","凌子风","经典","6.9","红旗谱","影片为经典红色题材，以冀中平原的农民革命斗争为背景，讲述了朱老忠一家三代在封建地主的压迫下，奋起抗争、投身革命，最终成为坚定的革命战士的故事。影片剧情悲壮感人、充满家国情怀，刻画了朱老忠坚贞不屈、英勇无畏的形象，展现了冀中农民的民族气节与抗争精神。","5/1/2026 10:15:26"
"247","剧情","王德顺|李纯|班杰|胡小玲","中国大陆","张柏瑞","经典","4.2","海角有个五店市","影片以福建晋江五店市为背景，聚焦五店市的百年历史与文化传承，讲述了一段跨越时光的爱情故事与家族故事，刻画了五店市在时代变迁中，坚守文化根脉、传承历史底蕴的动人历程。影片以一对青年男女的爱情为主线，他们因五店市相遇相知、互生情愫，在五店市的百年古厝间，演绎着纯粹美好的爱情，同时影片穿插了五店市的家族故事，刻画了一代代五店市人，坚守着祖辈留下的文化遗产，守护着五店市的历史风貌与人文底蕴，在时代变迁中，让五店市焕发出新的生机与活力。影片将爱情故事、家族故事与五店市的历史文化完美融合，画面充满闽南风情，剧情温暖动人、饱含文化底蕴，既歌颂了纯真美好的爱情，又传承与弘扬了闽南的优秀传统文化，深刻探讨了爱情、家族、文化传承与时代变迁的主题。","5/1/2026 10:15:26"
"248","剧情","李正|刘小微|曾昂|于山川|冯冯","中国大陆","冯小宁","经典","3.5","落经山","影片以深山探险为背景，讲述了一群探险者在落经山历经一系列惊险刺激的冒险，发现隐藏在深山的秘密，最终凭借智慧与勇气战胜危险、守护秘密的故事。影片剧情紧张刺激、充满冒险色彩，画面壮阔恢宏、充满自然气息，刻画了探险者们勇敢无畏、坚韧不拔的形象，兼具冒险色彩与正能量。","5/1/2026 10:15:26"
"249","剧情","赵乃勋|王洪武|李幼斌","中国大陆","金韬","经典","8.1","老少爷们上法场","影片为经典喜剧题材，讲述了一群老少爷们因误闯法场，上演了一系列诙谐幽默、啼笑皆非的故事，最终凭借智慧与勇气化解危机、收获幸福的故事。影片剧情轻松搞笑、充满市井温情，刻画了鲜明的人物形象，兼具喜剧效果与正能量。","5/1/2026 10:15:26"
"250","剧情","印质明|赵联|浦克|贺小书","中国大陆","吴天","经典","6.7","国庆十点钟","影片为经典反特题材，以建国初期为背景，讲述了公安干警们在国庆前夕，凭借智慧与勇气破获特务阴谋，成功守护国庆安全、捍卫国家尊严的故事。影片剧情紧张刺激、悬念迭起，刻画了公安干警智勇双全、坚守正义的形象，展现了建国初期反特斗争的惊险与严峻。","5/1/2026 10:15:26"
"251","剧情","宋晓英","中国大陆","广布道尔基|蔡元元","经典","6.9","刑场上的婚礼","影片为经典革命题材，以广州起义为背景，讲述了周文雍与陈铁军两位革命烈士，在狱中坚贞不屈、坚守信仰，最终在刑场上举行婚礼、英勇就义的感人故事。影片剧情悲壮感人、充满家国情怀，刻画了两位烈士坚贞不屈、忠于信仰的形象，淋漓尽致地展现了革命爱情的伟大与崇高。","5/1/2026 10:15:26"
"252","剧情","杨春霞|马永安|刘桂欣|高牧坤","中国大陆","谢铁骊","经典","7.5","杜鹃山","影片为经典现代京剧题材，以抗日战争时期为背景，讲述了杜鹃山农民自卫军在党代表柯湘的带领下，与地主恶霸、日寇展开殊死搏斗，最终加入红军、投身革命洪流的故事。影片唱腔铿锵有力、表演精湛传神，刻画了柯湘智勇双全、英勇无畏的形象，剧情悲壮感人、充满红色情怀，成为红色经典京剧影片的代表之作。","5/1/2026 10:15:26"
"253","剧情","王苏娅|庞学勤|林农|马世达|张辉","中国大陆","王炎","经典","7.2","战火中的青春","影片以抗美援朝时期为背景，讲述了志愿军战士们在战争中英勇无畏、奋勇杀敌，用青春与热血守护家国安宁，同时在战火中收获友情与成长的故事。影片剧情热血激昂、充满家国情怀，刻画了战士们勇敢无畏、坚韧不拔的形象，展现了战争年代青年的家国情怀与抗争精神。","5/1/2026 10:15:26"
"254","剧情","金采风|陈少春|姚水娟","中国大陆","吴永刚","经典","8.7","碧玉簪","影片为经典越剧戏曲题材，讲述了明代吏部尚书之子王玉林与尚书千金李秀英之间，历经误会与磨难，最终冰释前嫌、喜结良缘的故事。影片剧情缠绵悱恻、充满温情，越剧唱腔优美动听、表演细腻传神，刻画了鲜明的人物形象，传递了忠贞不渝、知错能改的传统美德，兼具艺术美感与教育意义。","5/1/2026 10:15:26"
"255","剧情","王丹凤|汤化达|李纬|黄宛苏|蒋天流","中国大陆","陶金","经典","7.4","护士日记","影片以建国初期的医院为背景，讲述了女护士简素华怀揣着治病救人的初心，投身护理事业，凭借热情与执着为患者排忧解难，最终成为深受患者爱戴的优秀护士的故事。影片刻画了简素华爱岗敬业、无私奉献、心怀大爱的形象，剧情质朴真挚、充满时代气息，展现了护理工作者的责任与担当。","5/1/2026 10:15:26"
"256","剧情","周传瑛|王传淞|朱国梁|周传铮|包传铎","中国大陆","陶金","经典","8.5","十五贯","影片为经典昆曲戏曲题材，讲述了明代苏州知府况钟凭借智慧与勇气，破获十五贯冤案、为百姓伸张正义的故事。影片剧情跌宕起伏、充满悬念，昆曲唱腔优美动听、表演细腻传神，刻画了况钟刚正不阿、清正廉洁的形象，传递了秉公执法、为民做主的优良传统，兼具艺术美感与教育意义。","5/1/2026 10:15:26"
"257","剧情","王心刚","中国大陆","李文化","经典","6.9","侦察兵","影片为经典红色战争题材，以解放战争时期为背景，讲述了人民解放军侦察兵深入敌后，凭借智慧与勇气获取情报、粉碎敌人阴谋的故事。影片剧情紧张刺激、悬念迭起，刻画了侦察兵智勇双全、英勇无畏的形象，展现了解放军战士的战斗智慧与抗争精神。","5/1/2026 10:15:26"
"258","剧情","赵有亮|丁嘉丽|李丁|陈小艺|刘佩琦","中国大陆","王好为","经典","8.1","离婚","影片改编自老舍经典小说，以民国时期的北京为背景，讲述了普通市民老李在婚姻生活中历经迷茫与挫折，最终选择离婚、追求自由生活的故事。影片剧情质朴真实、充满市井气息，刻画了老李鲜明的人物形象，深刻探讨了婚姻、自由与人性的命题，兼具现实关照与批判意义。","5/1/2026 10:15:26"
